line_item_id,billing_period_start,usage_start_time,usage_end_time,invoice_date,cloud_provider,payer_account_id,linked_account_id,service,usage_type,operation,region,resource_id,line_item_type,usage_amount,currency_code,unblended_cost,blended_cost,discount_type,cost_center,owner_team,environment,product_line,capitalization_candidate,initiative_id,initiative_stage,asset_lifecycle,accounting_policy_version,generator_batch_id,generated_at
batch-20260406T184645Z-222222222222-AmazonRDS-2026-03-13,2026-03-01 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AmazonRDS,InstanceUsage:db.r6g.large,CreateDBInstance,us-east-1,db-zcudihyf,Usage,27.3782,USD,55.1853,53.7646,none,CC-1002,core-infra,prod,platform,true,INF-447,build,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222222-AmazonS3-2026-03-13,2026-03-01 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AmazonS3,TimedStorage-ByteHrs,StandardStorage,eu-west-1,bucket-gfygwwmq,Usage,923.7443,USD,23.2111,22.9728,none,CC-1002,core-infra,prod,platform,true,INF-885,implementation,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AWSDataTransfer-2026-03-13,2026-03-01 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AWSDataTransfer,DataTransfer-Out-Bytes,InterRegionOut,us-east-1,eni-yrosjoru,Usage,186.8638,USD,15.7529,15.3719,none,CC-1003,growth-engineering,prod,growth,true,GRO-447,implementation,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AWSSupport-2026-03-13,2026-03-01 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AWSSupport,EnterpriseSupport,SupportSubscription,us-east-1,support-xxdoczuz,Usage,1.0889,USD,9.1147,9.0488,none,CC-1003,growth-engineering,prod,growth,false,GRO-251,support,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AmazonEC2-2026-03-13,2026-03-01 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AmazonEC2,BoxUsage:m6i.large,RunInstances,eu-west-1,i-gyrdoxkx,Usage,27.3505,USD,98.5581,97.3734,none,CC-1003,growth-engineering,prod,growth,true,GRO-794,implementation,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AmazonEC2-2026-03-13-promotional_credit,2026-03-01 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AmazonEC2,BoxUsage:m6i.large,RunInstances,eu-west-1,i-gyrdoxkx,Credit,0.0,USD,-3.3687,-3.3687,promotional_credit,CC-1003,growth-engineering,prod,growth,true,GRO-361,build,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AmazonRDS-2026-03-13,2026-03-01 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AmazonRDS,InstanceUsage:db.r6g.large,CreateDBInstance,eu-west-1,db-mokiupkd,Usage,29.6045,USD,54.7649,53.5217,none,CC-1003,growth-engineering,prod,growth,false,GRO-732,support,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AmazonS3-2026-03-13,2026-03-01 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AmazonS3,TimedStorage-ByteHrs,StandardStorage,eu-west-1,bucket-wnqrsrpe,Usage,964.9646,USD,23.2855,22.6164,none,CC-1003,growth-engineering,prod,growth,true,GRO-335,build,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AmazonS3-2026-03-13-sustained_use_discount,2026-03-01 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AmazonS3,TimedStorage-ByteHrs,StandardStorage,us-east-1,bucket-wnqrsrpe,Discount,0.0,USD,-1.8711,-1.8711,sustained_use_discount,CC-1003,growth-engineering,sandbox,growth,false,GRO-687,support,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AWSDataTransfer-2026-03-13,2026-03-01 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AWSDataTransfer,DataTransfer-Out-Bytes,InterRegionOut,eu-west-1,eni-zxoigffw,Usage,96.7563,USD,9.2934,9.0435,none,CC-1004,data-platform,test,analytics,true,DAT-767,implementation,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AWSSupport-2026-03-13,2026-03-01 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AWSSupport,EnterpriseSupport,SupportSubscription,us-west-2,support-dhjokyrb,Usage,1.133,USD,9.5885,9.5649,none,CC-1004,data-platform,,analytics,false,DAT-276,operate,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AmazonEC2-2026-03-13,2026-03-01 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AmazonEC2,BoxUsage:m6i.large,RunInstances,us-west-2,i-renktunp,Usage,13.6751,USD,48.4096,48.39,none,CC-1004,data-platform,sandbox,analytics,false,DAT-677,operate,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AmazonRDS-2026-03-13,2026-03-01 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AmazonRDS,InstanceUsage:db.r6g.large,CreateDBInstance,us-east-1,db-vjiqvlbl,Usage,27.6889,USD,53.2376,52.5258,none,CC-1004,data-platform,prod,analytics,true,DAT-760,implementation,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AmazonS3-2026-03-13,2026-03-01 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AmazonS3,TimedStorage-ByteHrs,StandardStorage,us-west-2,bucket-fzpdjqip,Usage,421.7426,USD,11.2948,10.9811,none,CC-1004,data-platform,sandbox,analytics,true,DAT-580,build,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AWSDataTransfer-2026-03-14,2026-03-01 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AWSDataTransfer,DataTransfer-Out-Bytes,InterRegionOut,us-east-1,eni-jmtpsiao,Usage,106.3908,USD,9.9595,9.9595,none,CC-1001,payments-platform,staging,payments,true,PAY-471,implementation,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AWSSupport-2026-03-14,2026-03-01 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AWSSupport,EnterpriseSupport,SupportSubscription,eu-west-1,support-clrzawzk,Usage,0.9981,USD,7.2753,7.0856,none,CC-1001,payments-platform,prod,payments,false,PAY-652,operate,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AmazonEC2-2026-03-14,2026-03-01 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AmazonEC2,BoxUsage:m6i.large,RunInstances,us-east-1,i-ohbvrpoi,Usage,12.6561,USD,44.2607,43.2674,none,CC-1001,payments-platform,test,payments,false,PAY-746,operate,prototype,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AmazonRDS-2026-03-14,2026-03-01 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AmazonRDS,InstanceUsage:db.r6g.large,CreateDBInstance,us-east-1,db-cbfnogmb,Usage,17.6214,USD,32.8185,32.5088,none,CC-1001,payments-platform,staging,payments,true,PAY-758,build,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AmazonS3-2026-03-14,2026-03-01 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AmazonS3,TimedStorage-ByteHrs,StandardStorage,us-east-1,bucket-vgrviflb,Usage,365.2781,USD,9.3322,9.2377,none,CC-1001,payments-platform,sandbox,payments,false,PAY-183,operate,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222222-AWSDataTransfer-2026-03-14,2026-03-01 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AWSDataTransfer,DataTransfer-Out-Bytes,InterRegionOut,us-east-1,eni-jsonxkmt,Usage,163.5063,USD,14.0728,13.7128,none,CC-1002,core-infra,prod,platform,true,INF-971,build,maintenance,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222222-AWSSupport-2026-03-14,2026-03-01 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AWSSupport,EnterpriseSupport,SupportSubscription,us-west-2,support-ecqoxsfo,Usage,0.4338,USD,3.5046,3.504,none,CC-1002,core-infra,sandbox,platform,true,INF-457,build,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222222-AmazonEC2-2026-03-14,2026-03-01 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AmazonEC2,BoxUsage:m6i.large,RunInstances,eu-west-1,i-sbvrjnwv,Usage,23.584,USD,79.1626,77.3519,none,CC-1002,core-infra,prod,platform,false,INF-928,operate,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222222-AmazonRDS-2026-03-14,2026-03-01 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AmazonRDS,InstanceUsage:db.r6g.large,CreateDBInstance,us-east-1,db-zcudihyf,Usage,12.3385,USD,25.0259,24.7565,none,CC-1002,core-infra,test,platform,false,INF-528,operate,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222222-AmazonS3-2026-03-14,2026-03-01 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AmazonS3,TimedStorage-ByteHrs,StandardStorage,us-west-2,bucket-gfygwwmq,Usage,766.7388,USD,19.4129,19.1627,none,CC-1002,core-infra,prod,platform,false,INF-646,operate,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AWSDataTransfer-2026-03-14,2026-03-01 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AWSDataTransfer,DataTransfer-Out-Bytes,InterRegionOut,eu-west-1,eni-yrosjoru,Usage,141.0222,USD,13.5769,13.5666,none,CC-1003,growth-engineering,prod,growth,true,GRO-729,build,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AWSSupport-2026-03-14,2026-03-01 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AWSSupport,EnterpriseSupport,SupportSubscription,us-east-1,support-xxdoczuz,Usage,0.9102,USD,8.0711,7.8329,none,CC-1003,growth-engineering,,growth,false,GRO-667,operate,maintenance,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AmazonEC2-2026-03-14,2026-03-01 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AmazonEC2,BoxUsage:m6i.large,RunInstances,us-east-1,i-gyrdoxkx,Usage,24.2151,USD,75.5626,74.8736,none,CC-1003,growth-engineering,prod,growth,false,GRO-765,support,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AmazonRDS-2026-03-14,2026-03-01 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AmazonRDS,InstanceUsage:db.r6g.large,CreateDBInstance,us-east-1,db-mokiupkd,Usage,23.2564,USD,41.1302,39.9166,none,CC-1003,growth-engineering,prod,growth,false,GRO-912,discovery,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AmazonS3-2026-03-14,2026-03-01 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AmazonS3,TimedStorage-ByteHrs,StandardStorage,us-east-1,bucket-wnqrsrpe,Usage,551.8415,USD,13.8973,13.5267,none,CC-1003,,staging,growth,true,GRO-181,implementation,prototype,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AWSDataTransfer-2026-03-14,2026-03-01 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AWSDataTransfer,DataTransfer-Out-Bytes,InterRegionOut,us-west-2,eni-zxoigffw,Usage,149.2795,USD,14.2952,14.2839,none,CC-1004,data-platform,prod,analytics,false,DAT-918,operate,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AWSSupport-2026-03-14,2026-03-01 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AWSSupport,EnterpriseSupport,SupportSubscription,us-west-2,support-dhjokyrb,Usage,1.0077,USD,7.3774,7.2768,none,CC-1004,data-platform,prod,analytics,false,DAT-920,support,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AmazonEC2-2026-03-14,2026-03-01 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AmazonEC2,BoxUsage:m6i.large,RunInstances,us-west-2,i-renktunp,Usage,22.194,USD,75.6633,74.8525,none,CC-1004,data-platform,prod,analytics,false,DAT-890,operate,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AmazonRDS-2026-03-14,2026-03-01 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AmazonRDS,InstanceUsage:db.r6g.large,CreateDBInstance,eu-west-1,db-vjiqvlbl,Usage,13.2615,USD,23.8614,23.3503,none,CC-1004,data-platform,test,analytics,true,DAT-507,build,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AmazonS3-2026-03-14,2026-03-01 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AmazonS3,TimedStorage-ByteHrs,StandardStorage,us-east-1,bucket-fzpdjqip,Usage,503.3333,USD,14.3076,13.9649,none,CC-1004,data-platform,staging,analytics,false,DAT-286,support,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AWSDataTransfer-2026-03-15,2026-03-01 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AWSDataTransfer,DataTransfer-Out-Bytes,InterRegionOut,us-west-2,eni-jmtpsiao,Usage,165.0209,USD,13.2306,12.8439,none,CC-1001,payments-platform,prod,payments,true,PAY-240,implementation,prototype,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AWSSupport-2026-03-15,2026-03-01 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AWSSupport,EnterpriseSupport,SupportSubscription,us-west-2,support-clrzawzk,Usage,0.9857,USD,7.5268,7.5265,none,CC-1001,payments-platform,prod,payments,false,PAY-893,support,prototype,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AmazonEC2-2026-03-15,2026-03-01 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AmazonEC2,BoxUsage:m6i.large,RunInstances,us-east-1,i-ohbvrpoi,Usage,20.9753,USD,81.8089,81.4899,none,CC-1001,payments-platform,prod,payments,false,PAY-717,operate,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AmazonRDS-2026-03-15,2026-03-01 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AmazonRDS,InstanceUsage:db.r6g.large,CreateDBInstance,us-west-2,db-cbfnogmb,Usage,15.4732,USD,31.5607,30.7592,none,CC-1001,payments-platform,staging,payments,true,PAY-341,implementation,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AmazonS3-2026-03-15,2026-03-01 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AmazonS3,TimedStorage-ByteHrs,StandardStorage,us-west-2,bucket-vgrviflb,Usage,697.4284,USD,18.7222,18.178,none,CC-1001,payments-platform,,payments,true,PAY-158,build,maintenance,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222222-AWSDataTransfer-2026-03-15,2026-03-01 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AWSDataTransfer,DataTransfer-Out-Bytes,InterRegionOut,eu-west-1,eni-jsonxkmt,Usage,74.7489,USD,6.2371,6.1342,none,CC-1002,core-infra,sandbox,platform,false,INF-887,operate,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222222-AWSSupport-2026-03-15,2026-03-01 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AWSSupport,EnterpriseSupport,SupportSubscription,us-east-1,support-ecqoxsfo,Usage,0.8762,USD,7.832,7.6263,none,CC-1002,core-infra,prod,platform,false,INF-755,support,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222222-AmazonEC2-2026-03-15,2026-03-01 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AmazonEC2,BoxUsage:m6i.large,RunInstances,us-east-1,i-sbvrjnwv,Usage,24.8603,USD,84.6636,83.8199,none,CC-1002,core-infra,prod,platform,false,INF-830,discovery,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222222-AmazonRDS-2026-03-15,2026-03-01 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AmazonRDS,InstanceUsage:db.r6g.large,CreateDBInstance,us-west-2,db-zcudihyf,Usage,23.3189,USD,44.8375,43.6084,none,CC-1002,core-infra,prod,platform,false,INF-667,operate,prototype,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222222-AmazonS3-2026-03-15,2026-03-01 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AmazonS3,TimedStorage-ByteHrs,StandardStorage,eu-west-1,bucket-gfygwwmq,Usage,744.0662,USD,19.0695,18.5668,none,CC-1002,core-infra,prod,platform,true,INF-261,build,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AWSDataTransfer-2026-03-15,2026-03-01 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AWSDataTransfer,DataTransfer-Out-Bytes,InterRegionOut,us-west-2,eni-yrosjoru,Usage,149.8129,USD,13.3058,13.0876,none,CC-1003,growth-engineering,prod,growth,false,GRO-757,support,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AWSSupport-2026-03-15,2026-03-01 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AWSSupport,EnterpriseSupport,SupportSubscription,us-west-2,support-xxdoczuz,Usage,1.0361,USD,8.1587,7.9984,none,CC-1003,growth-engineering,prod,growth,true,GRO-448,implementation,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AmazonEC2-2026-03-15,2026-03-01 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AmazonEC2,BoxUsage:m6i.large,RunInstances,eu-west-1,i-gyrdoxkx,Usage,21.8322,USD,85.3097,84.3757,none,CC-1003,growth-engineering,prod,growth,true,GRO-454,implementation,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AmazonRDS-2026-03-15,2026-03-01 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AmazonRDS,InstanceUsage:db.r6g.large,CreateDBInstance,eu-west-1,db-mokiupkd,Usage,12.2474,USD,25.0192,24.6981,none,CC-1003,growth-engineering,test,growth,false,GRO-129,operate,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AmazonS3-2026-03-15,2026-03-01 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AmazonS3,TimedStorage-ByteHrs,StandardStorage,eu-west-1,bucket-wnqrsrpe,Usage,764.1213,USD,19.4856,19.3223,none,CC-1003,growth-engineering,prod,growth,true,GRO-614,build,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AWSDataTransfer-2026-03-15,2026-03-01 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AWSDataTransfer,DataTransfer-Out-Bytes,InterRegionOut,us-east-1,eni-zxoigffw,Usage,117.9847,USD,10.7106,10.5069,none,CC-1004,data-platform,staging,analytics,true,DAT-967,implementation,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AWSSupport-2026-03-15,2026-03-01 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AWSSupport,EnterpriseSupport,SupportSubscription,us-west-2,support-dhjokyrb,Usage,1.0363,USD,8.0446,7.9675,none,CC-1004,data-platform,prod,analytics,true,DAT-175,build,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AmazonEC2-2026-03-15,2026-03-01 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AmazonEC2,BoxUsage:m6i.large,RunInstances,us-west-2,i-renktunp,Usage,11.8748,USD,44.4601,44.3873,none,CC-1004,data-platform,test,analytics,false,DAT-347,operate,prototype,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AmazonRDS-2026-03-15,2026-03-01 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AmazonRDS,InstanceUsage:db.r6g.large,CreateDBInstance,us-east-1,db-vjiqvlbl,Usage,11.8747,USD,23.222,22.8702,none,CC-1004,data-platform,test,analytics,true,DAT-502,implementation,prototype,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AmazonS3-2026-03-15,2026-03-01 00:00:00+00:00,2026-03-15 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AmazonS3,TimedStorage-ByteHrs,StandardStorage,eu-west-1,bucket-fzpdjqip,Usage,697.3423,USD,18.9446,18.9423,none,CC-1004,data-platform,prod,analytics,false,DAT-933,support,maintenance,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AWSDataTransfer-2026-03-16,2026-03-01 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-03-17 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AWSDataTransfer,DataTransfer-Out-Bytes,InterRegionOut,us-east-1,eni-jmtpsiao,Usage,191.0447,USD,16.7768,16.7628,none,CC-1001,payments-platform,prod,payments,true,PAY-993,build,maintenance,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AWSSupport-2026-03-16,2026-03-01 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-03-17 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AWSSupport,EnterpriseSupport,SupportSubscription,eu-west-1,support-clrzawzk,Usage,1.2287,USD,9.8533,9.6293,none,CC-1001,payments-platform,prod,payments,false,PAY-636,discovery,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AmazonEC2-2026-03-16,2026-03-01 00:00:00+00:00,2026-03-16 00:00:00+00:00,2026-03-17 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AmazonEC2,BoxUsage:m6i.large,RunInstances,us-west-2,i-ohbvrpoi,Usage,13.3539,USD,47.9169,47.1983,none,CC-1001,payments-platform,sandbox,payments,true,PAY-447,implementation,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
